sell_order,case_id,type,size2,size1,size0,eva_price,tumbon,aumper,province,deed_number,pay_down,sell_table,status,max_price,announce_date,img,link,page,lat,lon,lastSta_date,lastSta_detail,bid_dates,bid_time,discount_factor,current_price,img0,img1,timestamp
18 - 1,ผบ.4041/2562,ที่ดินพร้อมสิ่งปลูกสร้าง,0,1,45.0,852762.5,ทาสบเส้า,แม่ทา,ลำพูน,1931,25000,"{'1': {'date': '17/10/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '07/11/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '28/11/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '19/12/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '09/01/2567', 'sta': '-'}, '6': {'date': '30/01/2567', 'sta': '-'}}",ปลอดการจำนอง,852762,17-08-2566,"['https://asset.led.go.th/PPKPicture/2566/08-2566/11/1931p.jpg', 'https://asset.led.go.th/PPKPicture/2566/08-2566/11/1931j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.4041&law_suit_year=2562&deed_no=1931&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,5/4,18.46810248,99.16242985,20240109,-,"['20231017', '20231107', '20231128', '20231219', '20240109', '20240130']",5,3,596933,https://asset.led.go.th/PPKPicture/2566/08-2566/11/1931p.jpg,https://asset.led.go.th/PPKPicture/2566/08-2566/11/1931j.jpg,2024-01-07
18 - 1,ผบ.3980/2562,ที่ดินว่างเปล่า,1,0,16.0,135200.0,ทาขุมเงิน,แม่ทา,ลำพูน,7697,5000,"{'1': {'date': '28/11/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/12/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '09/01/2567', 'sta': '-'}, '4': {'date': '30/01/2567', 'sta': '-'}, '5': {'date': '20/02/2567', 'sta': '-'}, '6': {'date': '12/03/2567', 'sta': '-'}}",การจำนองติดไป,135200,05-10-2566,"['https://asset.led.go.th/PPKPicture/2566/09-2566/25/7697p.jpg', 'https://asset.led.go.th/PPKPicture/2566/09-2566/25/7697j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3980&law_suit_year=2562&deed_no=7697&addrno=-,6/4,18.42367507,98.98372795,20240109,-,"['20231128', '20231219', '20240109', '20240130', '20240220', '20240312']",3,2,108160,https://asset.led.go.th/PPKPicture/2566/09-2566/25/7697p.jpg,https://asset.led.go.th/PPKPicture/2566/09-2566/25/7697j.jpg,2024-01-07
18 - 1,290/2554,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,53.3,264790.0,มะกอก,ป่าซาง,ลำพูน,36588,5000,"{'1': {'date': '24/10/2566', 'sta': 'งดขาย'}, '2': {'date': '14/11/2566', 'sta': 'ขายได้'}, '3': {'date': '04/12/2566', 'sta': 'ขายได้'}, '4': {'date': '26/12/2566', 'sta': 'ขายได้'}, '5': {'date': '16/01/2567', 'sta': 'ขายได้'}, '6': {'date': '06/02/2567', 'sta': 'ขายได้'}}",การจำนองติดไป,264790,14-09-2566,"['https://asset.led.go.th/PPKPicture/2566/08-2566/30/36588p.jpg', 'https://asset.led.go.th/PPKPicture/2566/08-2566/30/36588j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=290&law_suit_year=2554&deed_no=36588&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,7/4,18.47326254,98.92593424,20240116,ขายได้,"['20231024', '20231114', '20231204', '20231226', '20240116', '20240206']",5,0,264790,https://asset.led.go.th/PPKPicture/2566/08-2566/30/36588p.jpg,https://asset.led.go.th/PPKPicture/2566/08-2566/30/36588j.jpg,2024-01-07
18 - 1,ผบ.829/2563,ที่ดินพร้อมสิ่งปลูกสร้าง,0,3,30.0,203250.0,นาทราย,ลี้,ลำพูน,9522,10000,"{'1': {'date': '20/02/2567', 'sta': '-'}, '2': {'date': '12/03/2567', 'sta': '-'}, '3': {'date': '02/04/2567', 'sta': '-'}, '4': {'date': '23/04/2567', 'sta': '-'}, '5': {'date': '14/05/2567', 'sta': '-'}, '6': {'date': '04/06/2567', 'sta': '-'}}",การจำนองติดไป,203250,20-12-2566,"['https://asset.led.go.th/PPKPicture/2566/11-2566/29/9522p.jpg', 'https://asset.led.go.th/PPKPicture/2566/11-2566/29/9522j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.829&law_suit_year=2563&deed_no=9522&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,8/4,17.69740152,98.94559303,20240220,-,"['20240220', '20240312', '20240402', '20240423', '20240514', '20240604']",1,0,203250,https://asset.led.go.th/PPKPicture/2566/11-2566/29/9522p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/29/9522j.jpg,2024-01-07
18 - 1,ผบ.600/2563,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,30.0,615400.0,บ้านธิ,(เมืองลำพูน)บ้านธิ,ลำพูน,49851,25000,"{'1': {'date': '16/01/2567', 'sta': '-'}, '2': {'date': '06/02/2567', 'sta': '-'}, '3': {'date': '27/02/2567', 'sta': '-'}, '4': {'date': '19/03/2567', 'sta': '-'}, '5': {'date': '09/04/2567', 'sta': '-'}, '6': {'date': '30/04/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,615400,16-11-2566,"['https://asset.led.go.th/PPKPicture/2566/10-2566/25/49851p.jpg', 'https://asset.led.go.th/PPKPicture/2566/10-2566/25/49851j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.600&law_suit_year=2563&deed_no=49851&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,9/4,18.65090271,99.10862731,20240116,-,"['20240116', '20240206', '20240227', '20240319', '20240409', '20240430']",1,0,615400,https://asset.led.go.th/PPKPicture/2566/10-2566/25/49851p.jpg,https://asset.led.go.th/PPKPicture/2566/10-2566/25/49851j.jpg,2024-01-07
18 - 2,ผบ.166/2564,ที่ดินพร้อมสิ่งปลูกสร้าง,0,1,77.0,394470.0,ตะเคียนปม,กิ่งอำเภอทุ่งหัวช้าง,ลำพูน,2885,25000,"{'1': {'date': '06/02/2567', 'sta': '-'}, '2': {'date': '27/02/2567', 'sta': '-'}, '3': {'date': '19/03/2567', 'sta': '-'}, '4': {'date': '09/04/2567', 'sta': '-'}, '5': {'date': '30/04/2567', 'sta': '-'}, '6': {'date': '21/05/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,394470,06-12-2566,"['https://asset.led.go.th/PPKPicture/2566/11-2566/15/2885p.jpg', 'https://asset.led.go.th/PPKPicture/2566/11-2566/15/2885j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.166&law_suit_year=2564&deed_no=2885&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,10/4,18.65434057,99.01709525,20240206,-,"['20240206', '20240227', '20240319', '20240409', '20240430', '20240521']",1,0,394470,https://asset.led.go.th/PPKPicture/2566/11-2566/15/2885p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/15/2885j.jpg,2024-01-07
19 - 1,ผบ.2335/2557,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,82.0,997640.0,ต้นธง,เมืองลำพูน,ลำพูน,83399,100000,"{'1': {'date': '05/03/2567', 'sta': '-'}, '2': {'date': '26/03/2567', 'sta': '-'}, '3': {'date': '12/04/2567', 'sta': '-'}, '4': {'date': '07/05/2567', 'sta': '-'}, '5': {'date': '28/05/2567', 'sta': '-'}, '6': {'date': '18/06/2567', 'sta': '-'}}",ปลอดการจำนอง,997640,05-01-2567,"['https://asset.led.go.th/PPKPicture/2566/12-2566/14/83399p.jpg', 'https://asset.led.go.th/PPKPicture/2566/12-2566/14/83399j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.2335&law_suit_year=2557&deed_no=83399&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,11/4,18.62527247,99.08880156,20240305,-,"['20240305', '20240326', '20240412', '20240507', '20240528', '20240618']",1,0,997640,https://asset.led.go.th/PPKPicture/2566/12-2566/14/83399p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/14/83399j.jpg,2024-01-07
19 - 1,ผบ.3554/2560,ที่ดินพร้อมสิ่งปลูกสร้าง,1,0,40.5,627612.5,ป่าไผ่,ลี้,ลำพูน,12761,50000,"{'1': {'date': '28/11/2566', 'sta': 'งดขาย'}, '2': {'date': '19/12/2566', 'sta': 'งดขาย'}, '3': {'date': '09/01/2567', 'sta': 'งดขาย'}, '4': {'date': '30/01/2567', 'sta': 'งดขาย'}, '5': {'date': '20/02/2567', 'sta': 'งดขาย'}, '6': {'date': '12/03/2567', 'sta': 'งดขาย'}}",การจำนองติดไป,627612,05-10-2566,"['https://asset.led.go.th/PPKPicture/2566/09-2566/25/12761p.jpg', 'https://asset.led.go.th/PPKPicture/2566/09-2566/25/12761j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3554&law_suit_year=2560&deed_no=12761&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,12/4,17.85829355,98.92584144,20240109,งดขาย,"['20231128', '20231219', '20240109', '20240130', '20240220', '20240312']",3,0,627612,https://asset.led.go.th/PPKPicture/2566/09-2566/25/12761p.jpg,https://asset.led.go.th/PPKPicture/2566/09-2566/25/12761j.jpg,2024-01-07
19 - 1,ผบ.4437/2561,ที่ดินพร้อมสิ่งปลูกสร้าง,1,0,82.0,511400.0,ป่าพลู,บ้านโฮ่ง,ลำพูน,33305,50000,"{'1': {'date': '16/01/2567', 'sta': '-'}, '2': {'date': '06/02/2567', 'sta': '-'}, '3': {'date': '27/02/2567', 'sta': '-'}, '4': {'date': '19/03/2567', 'sta': '-'}, '5': {'date': '09/04/2567', 'sta': '-'}, '6': {'date': '30/04/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,511400,16-11-2566,"['https://asset.led.go.th/PPKPicture/2566/10-2566/25/33305p.jpg', 'https://asset.led.go.th/PPKPicture/2566/10-2566/25/33305j.jpg']","https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.4437&law_suit_year=2561&deed_no=33305&addrno=82,%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9",13/4,18.22082751,98.83366239,20240116,-,"['20240116', '20240206', '20240227', '20240319', '20240409', '20240430']",1,0,511400,https://asset.led.go.th/PPKPicture/2566/10-2566/25/33305p.jpg,https://asset.led.go.th/PPKPicture/2566/10-2566/25/33305j.jpg,2024-01-07
19 - 1,ผบ.1868/2563,ที่ดินว่างเปล่า,0,3,65.0,109500.0,นาทราย,ลี้,ลำพูน,16827,10000,"{'1': {'date': '20/02/2567', 'sta': '-'}, '2': {'date': '12/03/2567', 'sta': '-'}, '3': {'date': '02/04/2567', 'sta': '-'}, '4': {'date': '23/04/2567', 'sta': '-'}, '5': {'date': '14/05/2567', 'sta': '-'}, '6': {'date': '04/06/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,109500,20-12-2566,"['https://asset.led.go.th/PPKPicture/2566/11-2566/29/16827p.jpg', 'https://asset.led.go.th/PPKPicture/2566/11-2566/29/16827j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1868&law_suit_year=2563&deed_no=16827&addrno=-,14/4,17.69583354,98.98499380,20240220,-,"['20240220', '20240312', '20240402', '20240423', '20240514', '20240604']",1,0,109500,https://asset.led.go.th/PPKPicture/2566/11-2566/29/16827p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/29/16827j.jpg,2024-01-07
19 - 1,ผบ.3596/2558,ที่ดินว่างเปล่า,1,1,0.0,125000.0,นาทราย,ลี้,ลำพูน,1060,5000,"{'1': {'date': '24/10/2566', 'sta': 'งดขาย'}, '2': {'date': '14/11/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '04/12/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '26/12/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '16/01/2567', 'sta': '-'}, '6': {'date': '06/02/2567', 'sta': '-'}}",การจำนองติดไป,125000,14-09-2566,"['https://asset.led.go.th/PPKPicture/2566/08-2566/30/1060p.jpg', 'https://asset.led.go.th/PPKPicture/2566/08-2566/30/1060j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3596&law_suit_year=2558&deed_no=1060&addrno=-,15/4,17.86681087,98.93068226,20240116,-,"['20231024', '20231114', '20231204', '20231226', '20240116', '20240206']",5,3,87500,https://asset.led.go.th/PPKPicture/2566/08-2566/30/1060p.jpg,https://asset.led.go.th/PPKPicture/2566/08-2566/30/1060j.jpg,2024-01-07
19 - 1,ผบE.160/2565,ที่ดินว่างเปล่า,0,0,88.2,70560.0,ต้นธง,เมืองลำพูน,ลำพูน,41830,5000,"{'1': {'date': '23/01/2567', 'sta': '-'}, '2': {'date': '13/02/2567', 'sta': '-'}, '3': {'date': '05/03/2567', 'sta': '-'}, '4': {'date': '26/03/2567', 'sta': '-'}, '5': {'date': '12/04/2567', 'sta': '-'}, '6': {'date': '07/05/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,70560,23-11-2566,"['https://asset.led.go.th/PPKPicture/2566/11-2566/14/41830p.jpg', 'https://asset.led.go.th/PPKPicture/2566/11-2566/14/41830j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.160&law_suit_year=2565&deed_no=41830&addrno=-,16/4,18.55417580,98.93423265,20240123,-,"['20240123', '20240213', '20240305', '20240326', '20240412', '20240507']",1,0,70560,https://asset.led.go.th/PPKPicture/2566/11-2566/14/41830p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/14/41830j.jpg,2024-01-07
19 - 1,ผบ.1349/2562,ที่ดินว่างเปล่า,0,3,48.6,95865.0,หนองยวง,เวียงหนองล่อง,ลำพูน,12268,5000,"{'1': {'date': '06/02/2567', 'sta': '-'}, '2': {'date': '27/02/2567', 'sta': '-'}, '3': {'date': '19/03/2567', 'sta': '-'}, '4': {'date': '09/04/2567', 'sta': '-'}, '5': {'date': '30/04/2567', 'sta': '-'}, '6': {'date': '21/05/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,95865,06-12-2566,"['https://asset.led.go.th/PPKPicture/2566/11-2566/15/12268p.jpg', 'https://asset.led.go.th/PPKPicture/2566/11-2566/15/12268j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1349&law_suit_year=2562&deed_no=12268&addrno=-,17/4,18.43024598,98.79398604,20240206,-,"['20240206', '20240227', '20240319', '20240409', '20240430', '20240521']",1,0,95865,https://asset.led.go.th/PPKPicture/2566/11-2566/15/12268p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/15/12268j.jpg,2024-01-07
20 - 1,ผบ.395/2565,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,56.0,1078353.75,ป่าสัก,เมืองลำพูน,ลำพูน,100995,150000,"{'1': {'date': '05/03/2567', 'sta': '-'}, '2': {'date': '26/03/2567', 'sta': '-'}, '3': {'date': '12/04/2567', 'sta': '-'}, '4': {'date': '07/05/2567', 'sta': '-'}, '5': {'date': '28/05/2567', 'sta': '-'}, '6': {'date': '18/06/2567', 'sta': '-'}}",ปลอดการจำนอง,1078353,05-01-2567,"['https://asset.led.go.th/PPKPicture/2566/12-2566/14/100995p.jpg', 'https://asset.led.go.th/PPKPicture/2566/12-2566/14/100995j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.395&law_suit_year=2565&deed_no=100995&addrno=9/86,18/4,18.62527247,99.08880156,20240305,-,"['20240305', '20240326', '20240412', '20240507', '20240528', '20240618']",1,0,1078353,https://asset.led.go.th/PPKPicture/2566/12-2566/14/100995p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/14/100995j.jpg,2024-01-07
20 - 1,ผบE.1517/2565,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,61.1,662510.0,ห้วยยาบ,บ้านธิ,ลำพูน,248,50000,"{'1': {'date': '23/01/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '13/02/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '05/03/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '26/03/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '12/04/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '07/05/2567', 'sta': 'ถอนการยึด'}}",ปลอดภาระผูกพัน,662510,23-11-2566,"['https://asset.led.go.th/PPKPicture/2566/11-2566/14/248p.jpg', 'https://asset.led.go.th/PPKPicture/2566/11-2566/14/248j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1517&law_suit_year=2565&deed_no=248&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,19/4,18.68704724,99.15500410,20240123,ถอนการยึด,"['20240123', '20240213', '20240305', '20240326', '20240412', '20240507']",1,0,662510,https://asset.led.go.th/PPKPicture/2566/11-2566/14/248p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/14/248j.jpg,2024-01-07
20 - 1,ผบ.1420/2559,ที่ดินว่างเปล่า,2,1,55.0,214875.0,วังผาง,กิ่งอำเภอเวียงหนองล่อง,ลำพูน,4273,5000,"{'1': {'date': '24/10/2566', 'sta': 'งดขาย'}, '2': {'date': '14/11/2566', 'sta': 'งดขาย'}, '3': {'date': '04/12/2566', 'sta': 'งดขาย'}, '4': {'date': '26/12/2566', 'sta': 'งดขาย'}, '5': {'date': '16/01/2567', 'sta': 'งดขาย'}, '6': {'date': '06/02/2567', 'sta': 'งดขาย'}}",การจำนองติดไป,214875,16-09-2566,"['https://asset.led.go.th/PPKPicture/2566/08-2566/30/4273p.jpg', 'https://asset.led.go.th/PPKPicture/2566/08-2566/30/4273j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1420&law_suit_year=2559&deed_no=4273&addrno=-,20/4,18.64316806,99.04243423,20240116,งดขาย,"['20231024', '20231114', '20231204', '20231226', '20240116', '20240206']",5,0,214875,https://asset.led.go.th/PPKPicture/2566/08-2566/30/4273p.jpg,https://asset.led.go.th/PPKPicture/2566/08-2566/30/4273j.jpg,2024-01-07
20 - 1,ผบ.2853/2560,ที่ดินพร้อมสิ่งปลูกสร้าง,0,1,52.0,114000.0,นาทราย,ลี้,ลำพูน,9536,5000,"{'1': {'date': '20/02/2567', 'sta': '-'}, '2': {'date': '12/03/2567', 'sta': '-'}, '3': {'date': '02/04/2567', 'sta': '-'}, '4': {'date': '23/04/2567', 'sta': '-'}, '5': {'date': '14/05/2567', 'sta': '-'}, '6': {'date': '04/06/2567', 'sta': '-'}}",การจำนองติดไป,114000,20-12-2566,"['https://asset.led.go.th/PPKPicture/2566/11-2566/29/9536p.jpg', 'https://asset.led.go.th/PPKPicture/2566/11-2566/29/9536j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.2853&law_suit_year=2560&deed_no=9536&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,21/4,17.69526173,98.94674891,20240220,-,"['20240220', '20240312', '20240402', '20240423', '20240514', '20240604']",1,0,114000,https://asset.led.go.th/PPKPicture/2566/11-2566/29/9536p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/29/9536j.jpg,2024-01-07
20 - 1,ผบ.404/2560,ที่ดินว่างเปล่า,1,1,16.0,227040.0,ทาทุ่งหลวง,แม่ทา,ลำพูน,20186,5000,"{'1': {'date': '16/01/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '06/02/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '27/02/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '19/03/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '09/04/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '30/04/2567', 'sta': 'ถอนการยึด'}}",การจำนองติดไป,227040,16-11-2566,"['https://asset.led.go.th/PPKPicture/2566/10-2566/25/20186p.jpg', 'https://asset.led.go.th/PPKPicture/2566/10-2566/25/20186j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.404&law_suit_year=2560&deed_no=20186&addrno=-,22/4,18.43831012,99.04226585,20240116,ถอนการยึด,"['20240116', '20240206', '20240227', '20240319', '20240409', '20240430']",1,0,227040,https://asset.led.go.th/PPKPicture/2566/10-2566/25/20186p.jpg,https://asset.led.go.th/PPKPicture/2566/10-2566/25/20186j.jpg,2024-01-07
20 - 1,ผบ.3272/2561,ที่ดินว่างเปล่า,0,0,16.0,10800.0,ป่าพลู,บ้านโฮ่ง,ลำพูน,28591,5000,"{'1': {'date': '28/11/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/12/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '09/01/2567', 'sta': '-'}, '4': {'date': '30/01/2567', 'sta': '-'}, '5': {'date': '20/02/2567', 'sta': '-'}, '6': {'date': '12/03/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,10800,05-10-2566,"['https://asset.led.go.th/PPKPicture/2566/09-2566/25/28591p.jpg', 'https://asset.led.go.th/PPKPicture/2566/09-2566/25/28591j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3272&law_suit_year=2561&deed_no=28591&addrno=-,23/4,18.24920347,98.82064164,20240109,-,"['20231128', '20231219', '20240109', '20240130', '20240220', '20240312']",3,2,8640,https://asset.led.go.th/PPKPicture/2566/09-2566/25/28591p.jpg,https://asset.led.go.th/PPKPicture/2566/09-2566/25/28591j.jpg,2024-01-07
20 - 1,ผบE.135/2564,ที่ดินพร้อมสิ่งปลูกสร้าง,2,2,29.0,2772420.0,นครเจดีย์,ป่าซาง,ลำพูน,51612,150000,"{'1': {'date': '17/10/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '07/11/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '28/11/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '19/12/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '09/01/2567', 'sta': '-'}, '6': {'date': '30/01/2567', 'sta': '-'}}",ปลอดการจำนอง,2772420,22-08-2566,"['https://asset.led.go.th/PPKPicture/2566/08-2566/11/51612p.jpg', 'https://asset.led.go.th/PPKPicture/2566/08-2566/11/51612j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.135&law_suit_year=2564&deed_no=51612&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,24/4,18.31738144,98.91220130,20240109,-,"['20231017', '20231107', '20231128', '20231219', '20240109', '20240130']",5,3,1940693,https://asset.led.go.th/PPKPicture/2566/08-2566/11/51612p.jpg,https://asset.led.go.th/PPKPicture/2566/08-2566/11/51612j.jpg,2024-01-07
20 - 1,ผบ.1248/2559,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,59.0,844800.0,ป่าสัก,เมืองลำพูน,ลำพูน,142084,50000,"{'1': {'date': '06/02/2567', 'sta': '-'}, '2': {'date': '27/02/2567', 'sta': '-'}, '3': {'date': '19/03/2567', 'sta': '-'}, '4': {'date': '09/04/2567', 'sta': '-'}, '5': {'date': '30/04/2567', 'sta': '-'}, '6': {'date': '21/05/2567', 'sta': '-'}}",ปลอดการจำนอง,844800,06-12-2566,"['https://asset.led.go.th/PPKPicture/2566/11-2566/15/142084p.jpg', 'https://asset.led.go.th/PPKPicture/2566/11-2566/15/142084j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1248&law_suit_year=2559&deed_no=142084&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,25/4,18.53578190,99.03063166,20240206,-,"['20240206', '20240227', '20240319', '20240409', '20240430', '20240521']",1,0,844800,https://asset.led.go.th/PPKPicture/2566/11-2566/15/142084p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/15/142084j.jpg,2024-01-07
20 - 2,ผบE.135/2564,ที่ดินว่างเปล่า,2,3,90.0,511700.0,นครเจดีย์,ป่าซาง,ลำพูน,48032,50000,"{'1': {'date': '17/10/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '07/11/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '28/11/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '19/12/2566', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '09/01/2567', 'sta': '-'}, '6': {'date': '30/01/2567', 'sta': '-'}}",ปลอดการจำนอง,511700,22-08-2566,"['https://asset.led.go.th/PPKPicture/2566/08-2566/11/48032p.jpg', 'https://asset.led.go.th/PPKPicture/2566/08-2566/11/48032j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.135&law_suit_year=2564&deed_no=48032&addrno=-,26/4,18.31907729,98.91299332,20240109,-,"['20231017', '20231107', '20231128', '20231219', '20240109', '20240130']",5,3,358190,https://asset.led.go.th/PPKPicture/2566/08-2566/11/48032p.jpg,https://asset.led.go.th/PPKPicture/2566/08-2566/11/48032j.jpg,2024-01-07
20 - 2,ผบ.1420/2559,ที่ดินพร้อมสิ่งปลูกสร้าง,1,3,97.0,1922550.0,วังผาง,กิ่งอำเภอเวียงหนองล่อง,ลำพูน,3610,150000,"{'1': {'date': '24/10/2566', 'sta': 'งดขาย'}, '2': {'date': '14/11/2566', 'sta': 'งดขาย'}, '3': {'date': '04/12/2566', 'sta': 'งดขาย'}, '4': {'date': '26/12/2566', 'sta': 'งดขาย'}, '5': {'date': '16/01/2567', 'sta': 'งดขาย'}, '6': {'date': '06/02/2567', 'sta': 'งดขาย'}}",ปลอดการจำนอง,1922550,16-09-2566,"['https://asset.led.go.th/PPKPicture/2566/08-2566/30/3610p.jpg', 'https://asset.led.go.th/PPKPicture/2566/08-2566/30/3610j.jpg']",https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1420&law_suit_year=2559&deed_no=3610&addrno=241,27/4,18.59898823,98.98171366,20240116,งดขาย,"['20231024', '20231114', '20231204', '20231226', '20240116', '20240206']",5,0,1922550,https://asset.led.go.th/PPKPicture/2566/08-2566/30/3610p.jpg,https://asset.led.go.th/PPKPicture/2566/08-2566/30/3610j.jpg,2024-01-07
