sell_order,case_id,deed_number,type,size0,size1,size2,tumbon,aumper,province,pay_down,status,max_price,timestamp,lastSta_date,lastSta_detail,bid_dates,bid_time,discount_factor,current_price,img0,img1,imgGP0,imgGP1,link
1 - 1,มย.10/2565,1083/931,ที่ดินพร้อมสิ่งปลูกสร้าง,71,0,0,ท่าศาลา,เมืองลพบุรี,ลพบุรี,150000,ปลอดการจำนอง,1183000,2024-06-03,20240604,ขายได้,"['20240423', '20240514', '20240604', '20240625', '20240716', '20240806']",3,1,1064700,https://asset.led.go.th/PPKPicture/2567/01-2567/25/1083-931p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/25/1083-931j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.10&law_suit_year=2565&deed_no=1083/931&addrno=96/19
1 - 1,ผบ.16/2559,3458,ที่ดินพร้อมสิ่งปลูกสร้าง,54.3,1,0,ชอนน้อย,พัฒนานิคม,ลพบุรี,50000,ปลอดภาระผูกพัน,515682,2024-06-03,20240611,งดขาย,"['20240521', '20240611', '20240702', '20240723', '20240813', '20240903']",2,0,515682,https://asset.led.go.th/PPKPicture/2567/02-2567/21/3458p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/21/3458j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.16&law_suit_year=2559&deed_no=3458&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
1 - 1,ผบ.8066/2562,63221,ที่ดินว่างเปล่า,67,0,0,พรหมมาสตร์,เมืองลพบุรี,ลพบุรี,3000,การจำนองติดไป,13400,2024-06-03,20240604,-,"['20240604', '20240625', '20240716', '20240806', '20240827', '20240917']",1,0,13400,https://asset.led.go.th/PPKPicture/2567/03-2567/07/63221p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/07/63221j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.8066&law_suit_year=2562&deed_no=63221&addrno=-
1 - 1,775/2550,274,ที่ดินว่างเปล่า,16,2,3,ดงพลับ,บ้านหมี่,ลพบุรี,25000,ปลอดภาระผูกพัน,885000,2024-06-03,20240611,-,"['20240319', '20240409', '20240430', '20240521', '20240611', '20240702']",5,3,619500,https://asset.led.go.th/PPKPicture/2566/12-2566/20/274p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/20/274j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=775&law_suit_year=2550&deed_no=274&addrno=-
1 - 1,พ.393/2565,5983,ที่ดินว่างเปล่า,0,0,10,ชอนสมบูรณ์,หนองม่วง,ลพบุรี,50000,ปลอดภาระผูกพัน,800000,2024-06-03,20240618,-,"['20240305', '20240326', '20240412', '20240507', '20240528', '20240618']",6,1,720000,https://asset.led.go.th/PPKPicture/2566/12-2566/06/5983p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/06/5983j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BE.393&law_suit_year=2565&deed_no=5983&addrno=-
1 - 1,ผบ.391/2556,6533,ที่ดินว่างเปล่า,94,1,0,ชอนสารเดช,หนองม่วง,ลพบุรี,25000,ปลอดการจำนอง,387860,2024-06-03,20240611,-,"['20240409', '20240430', '20240521', '20240611', '20240702', '20240723']",4,3,271502,https://asset.led.go.th/PPKPicture/2567/01-2567/10/6533p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/10/6533j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.391&law_suit_year=2556&deed_no=6533&addrno=-
1 - 1,ผบ.744/2562,17802,ที่ดินพร้อมสิ่งปลูกสร้าง,38,3,2,บางลี่,ท่าวุ้ง,ลพบุรี,150000,ปลอดการจำนอง,1012455,2024-06-03,20240730,-,"['20240730', '20240820', '20240910', '20241001', '20241022', '20241112']",1,0,1012455,https://asset.led.go.th/PPKPicture/2567/05-2567/01/17802p.jpg,https://asset.led.go.th/PPKPicture/2567/05-2567/01/17802j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.744&law_suit_year=2562&deed_no=17802&addrno=3
1 - 1,1017/2538,15727,ที่ดินว่างเปล่า,23,2,1,ทะเลชุบศร,เมืองลพบุรี,ลพบุรี,50000,ปลอดการจำนอง,2803500,2024-06-03,20240716,-,"['20240716', '20240806', '20240827', '20240917', '20241008', '20241029']",1,0,2803500,https://asset.led.go.th/PPKPicture/2567/04-2567/19/15727p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/19/15727j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=1017&law_suit_year=2538&deed_no=15727&addrno=-
1 - 1,ผบ.3448/2557,8946,ที่ดินพร้อมสิ่งปลูกสร้าง,29.2,0,0,พัฒนานิคม,พัฒนานิคม,ลพบุรี,5000,การจำนองติดไป,366340,2024-06-03,20240618,-,"['20240507', '20240528', '20240618', '20240709', '20240730', '20240820']",3,1,329706,https://asset.led.go.th/PPKPicture/2567/02-2567/06/8946p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/06/8946j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3448&law_suit_year=2557&deed_no=8946&addrno=371/53%20%CB%C1%D9%E8%209
1 - 1,ผบE.3461/2565,54067,ที่ดินว่างเปล่า,20,1,0,วังขอนขว้าง,โคกสำโรง,ลพบุรี,5000,การจำนองติดไป,24000,2024-06-03,20240618,-,"['20240618', '20240709', '20240730', '20240820', '20240910', '20241001']",1,0,24000,https://asset.led.go.th/PPKPicture/2567/03-2567/22/54067p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/22/54067j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.3461&law_suit_year=2565&deed_no=54067&addrno=-
1 - 1,พ.121/2564,21,ที่ดินพร้อมสิ่งปลูกสร้าง,60,3,45,ดีลัง,พัฒนานิคม,ลพบุรี,10250000,ปลอดการจำนอง,204914830,2024-06-03,20240702,-,"['20240702', '20240723', '20240813', '20240903', '20240924', '20241015']",1,0,204914830,https://asset.led.go.th/PPKPicture/2567/04-2567/05/21p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/05/21j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BE.121&law_suit_year=2564&deed_no=21&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,%20297"
1 - 1,ผบE.1143/2565,52712,ที่ดินพร้อมสิ่งปลูกสร้าง,91,1,2,วังเพลิง,โคกสำโรง,ลพบุรี,50000,ปลอดการจำนอง,783660,2024-06-03,20240604,ขายได้,"['20240220', '20240312', '20240402', '20240423', '20240514', '20240604']",6,3,548562,https://asset.led.go.th/PPKPicture/2566/11-2566/22/52712p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/22/52712j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1143&law_suit_year=2565&deed_no=52712&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
1 - 1,พ.121/2564,29,ที่ดินพร้อมสิ่งปลูกสร้าง,0,3,36,ดีลัง,พัฒนานิคม,ลพบุรี,10250000,ปลอดการจำนอง,204914830,2024-06-03,20240702,-,"['20240702', '20240723', '20240813', '20240903', '20240924', '20241015']",1,0,204914830,https://asset.led.go.th/PPKPicture/2567/04-2567/05/21p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/05/21j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BE.121&law_suit_year=2564&deed_no=29&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,%20297"
1 - 1,ผบ.391/2556,6535,ที่ดินว่างเปล่า,8,3,1,ชอนสารเดช,หนองม่วง,ลพบุรี,25000,ปลอดการจำนอง,387860,2024-06-03,20240611,-,"['20240409', '20240430', '20240521', '20240611', '20240702', '20240723']",4,3,271502,https://asset.led.go.th/PPKPicture/2567/01-2567/10/6535p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/10/6535j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.391&law_suit_year=2556&deed_no=6535&addrno=-
1 - 1,พ.121/2564,22,ที่ดินพร้อมสิ่งปลูกสร้าง,93,1,64,ดีลัง,พัฒนานิคม,ลพบุรี,10250000,ปลอดการจำนอง,204914830,2024-06-03,20240702,-,"['20240702', '20240723', '20240813', '20240903', '20240924', '20241015']",1,0,204914830,https://asset.led.go.th/PPKPicture/2567/04-2567/05/21p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/05/21j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BE.121&law_suit_year=2564&deed_no=22&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,%20297"
1 - 2,ผบ.391/2556,4237,ที่ดินพร้อมสิ่งปลูกสร้าง,17,2,16,ชอนสารเดช,โคกสำโรง,ลพบุรี,2500000,ปลอดการจำนอง,44092750,2024-06-03,20240611,-,"['20240409', '20240430', '20240521', '20240611', '20240702', '20240723']",4,3,30864924,https://asset.led.go.th/PPKPicture/2567/01-2567/10/4237p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/10/4237j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.391&law_suit_year=2556&deed_no=4237&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,93/8"
1 - 2,ผบ.391/2556,4265,ที่ดินพร้อมสิ่งปลูกสร้าง,79,3,16,ชอนสารเดช,โคกสำโรง,ลพบุรี,2500000,ปลอดการจำนอง,44092750,2024-06-03,20240611,-,"['20240409', '20240430', '20240521', '20240611', '20240702', '20240723']",4,3,30864924,https://asset.led.go.th/PPKPicture/2567/01-2567/10/4265p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/10/4265j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.391&law_suit_year=2556&deed_no=4265&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,93/8"
2 - 1,ผบ.14914/2560,12963,ที่ดินว่างเปล่า,82,3,9,บางขันหมาก,เมืองลพบุรี,ลพบุรี,25000,การจำนองติดไป,597300,2024-06-03,20240611,งดขาย,"['20240521', '20240611', '20240702', '20240723', '20240813', '20240903']",2,0,597300,https://asset.led.go.th/PPKPicture/2567/02-2567/21/12963p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/21/12963j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.14914&law_suit_year=2560&deed_no=12963&addrno=-
2 - 1,ผบ.4282/2559,60112,ที่ดินพร้อมสิ่งปลูกสร้าง,1,3,0,งิ้วราย,เมืองลพบุรี,ลพบุรี,50000,การจำนองติดไป,847400,2024-06-03,20240604,-,"['20240604', '20240625', '20240716', '20240806', '20240827', '20240917']",1,0,847400,https://asset.led.go.th/PPKPicture/2567/03-2567/07/60112p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/07/60112j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.4282&law_suit_year=2559&deed_no=60112&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
2 - 1,ผบE.3013/2564,58373,ที่ดินว่างเปล่า,0,0,2,ดงมะรุม,โคกสำโรง,ลพบุรี,5000,การจำนองติดไป,160000,2024-06-03,20240604,-,"['20240423', '20240514', '20240604', '20240625', '20240716', '20240806']",3,2,128000,https://asset.led.go.th/PPKPicture/2567/01-2567/25/58373p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/25/58373j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.3013&law_suit_year=2564&deed_no=58373&addrno=-
2 - 1,ผบE.2013/2564,43753,ที่ดินพร้อมสิ่งปลูกสร้าง,35,0,0,ห้วยโป่ง,โคกสำโรง,ลพบุรี,5000,การจำนองติดไป,326900,2024-06-03,20240716,-,"['20240716', '20240806', '20240827', '20240917', '20241008', '20241029']",1,0,326900,https://asset.led.go.th/PPKPicture/2567/04-2567/19/43753p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/19/43753j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.2013&law_suit_year=2564&deed_no=43753&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,%20348"
2 - 1,ผบ.369/2565,40179,ที่ดินพร้อมสิ่งปลูกสร้าง,25,0,0,ห้วยโป่ง,โคกสำโรง,ลพบุรี,5000,การจำนองติดไป,203500,2024-06-03,20240618,-,"['20240507', '20240528', '20240618', '20240709', '20240730', '20240820']",3,2,162800,https://asset.led.go.th/PPKPicture/2567/02-2567/06/40179p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/06/40179j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.369&law_suit_year=2565&deed_no=40179&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
2 - 1,ผบE.827/2566,11121,ที่ดินพร้อมสิ่งปลูกสร้าง,7,1,0,เพนียด,โคกสำโรง,ลพบุรี,150000,ปลอดการจำนอง,1029880,2024-06-03,20240730,-,"['20240730', '20240820', '20240910', '20241001', '20241022', '20241112']",1,0,1029880,https://asset.led.go.th/PPKPicture/2567/05-2567/01/11121p.jpg,https://asset.led.go.th/PPKPicture/2567/05-2567/01/11121j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.827&law_suit_year=2566&deed_no=11121&addrno=173
2 - 1,ผบE.952/2565,13717,ที่ดินพร้อมสิ่งปลูกสร้าง,15,0,1,วังจั่น,โคกสำโรง,ลพบุรี,5000,การจำนองติดไป,159930,2024-06-03,20240604,ถอนการยึด,"['20240220', '20240312', '20240402', '20240423', '20240514', '20240604']",6,0,159930,https://asset.led.go.th/PPKPicture/2566/11-2566/22/13717p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/22/13717j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.952&law_suit_year=2565&deed_no=13717&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
2 - 1,624/2543,54354,ที่ดินพร้อมสิ่งปลูกสร้าง,25.3,0,0,ทะเลชุบศร,เมืองลพบุรี,ลพบุรี,25000,ปลอดภาระผูกพัน,372052,2024-06-03,20240611,ขายได้,"['20240319', '20240409', '20240430', '20240521', '20240611', '20240702']",5,0,372052,https://asset.led.go.th/PPKPicture/2566/12-2566/20/54354p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/20/54354j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=624&law_suit_year=2543&deed_no=54354&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
2 - 1,ผบ.283/2558,21227,ที่ดินพร้อมสิ่งปลูกสร้าง,0,1,0,พัฒนานิคม,พัฒนานิคม,ลพบุรี,25000,ปลอดภาระผูกพัน,485540,2024-06-03,20240618,-,"['20240618', '20240709', '20240730', '20240820', '20240910', '20241001']",1,0,485540,https://asset.led.go.th/PPKPicture/2567/03-2567/22/21227p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/22/21227j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.283&law_suit_year=2558&deed_no=21227&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
2 - 1,ผบ.90/2565,19228,ที่ดินว่างเปล่า,98,2,1,หนองม่วง,หนองม่วง,ลพบุรี,500000,ปลอดการจำนอง,7130990,2024-06-03,20240702,-,"['20240702', '20240723', '20240813', '20240903', '20240924', '20241015']",1,0,7130990,https://asset.led.go.th/PPKPicture/2567/04-2567/05/19228p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/05/19228j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.90&law_suit_year=2565&deed_no=19228&addrno=-
2 - 1,ผบ.3013/2557,41094,ที่ดินว่างเปล่า,0,1,0,ถลุงเหล็ก,โคกสำโรง,ลพบุรี,5000,ปลอดภาระผูกพัน,20000,2024-06-03,20240611,ถอนการยึด,"['20240409', '20240430', '20240521', '20240611', '20240702', '20240723']",4,0,20000,https://asset.led.go.th/newbid-old/img/null_aSset_pic.jpg,,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3013&law_suit_year=2557&deed_no=41094&addrno=-
2 - 1,ผบ.90/2565,7794,ที่ดินพร้อมสิ่งปลูกสร้าง,76,3,5,หนองม่วง,หนองม่วง,ลพบุรี,500000,ปลอดการจำนอง,7130990,2024-06-03,20240702,-,"['20240702', '20240723', '20240813', '20240903', '20240924', '20241015']",1,0,7130990,https://asset.led.go.th/PPKPicture/2567/04-2567/05/19228p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/05/19228j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.90&law_suit_year=2565&deed_no=7794&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
3 - 1,ผบ.3568/2557,42077,ที่ดินพร้อมสิ่งปลูกสร้าง,11,0,0,ทะเลชุบศร,เมืองลพบุรี,ลพบุรี,5000,การจำนองติดไป,432465,2024-06-03,20240611,-,"['20240521', '20240611', '20240702', '20240723', '20240813', '20240903']",2,1,389218,https://asset.led.go.th/PPKPicture/2567/02-2567/21/42077p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/21/42077j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3568&law_suit_year=2557&deed_no=42077&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
3 - 1,ผบ.3652/2562,42507,ที่ดินว่างเปล่า,80,0,0,ห้วยโป่ง,โคกสำโรง,ลพบุรี,10000,ปลอดภาระผูกพัน,136000,2024-06-03,20240604,-,"['20240604', '20240625', '20240716', '20240806', '20240827', '20240917']",1,0,136000,https://asset.led.go.th/PPKPicture/2567/03-2567/07/42507p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/07/42507j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3652&law_suit_year=2562&deed_no=42507&addrno=-
3 - 1,ผบE.813/2566,26703,ที่ดินพร้อมสิ่งปลูกสร้าง,19,0,0,บ้านเบิก,ท่าวุ้ง,ลพบุรี,5000,การจำนองติดไป,248900,2024-06-03,20240604,งดขายในนัดที่เหลือ,"['20240423', '20240514', '20240604', '20240625', '20240716', '20240806']",3,0,248900,https://asset.led.go.th/PPKPicture/2567/01-2567/25/26703p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/25/26703j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.813&law_suit_year=2566&deed_no=26703&addrno=50/13
3 - 1,ผบ.2530/2563,283,ที่ดินว่างเปล่า,25,3,1,หนองม่วง,หนองม่วง,ลพบุรี,50000,ปลอดการจำนอง,587250,2024-06-03,20240716,-,"['20240716', '20240806', '20240827', '20240917', '20241008', '20241029']",1,0,587250,https://asset.led.go.th/PPKPicture/2567/04-2567/19/283p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/19/283j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.2530&law_suit_year=2563&deed_no=283&addrno=-
3 - 1,ผบ.131/2558,5708,ที่ดินว่างเปล่า,32,1,8,โพธิ์เก้าต้น,เมืองลพบุรี,ลพบุรี,50000,ปลอดการจำนอง,866320,2024-06-03,20240618,-,"['20240618', '20240709', '20240730', '20240820', '20240910', '20241001']",1,0,866320,https://asset.led.go.th/PPKPicture/2567/03-2567/22/5708p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/22/5708j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.131&law_suit_year=2558&deed_no=5708&addrno=-
3 - 1,ผบE.643/2566,89064,ที่ดินพร้อมสิ่งปลูกสร้าง,40,0,0,เขาพระงาม,เมืองลพบุรี,ลพบุรี,250000,ปลอดการจำนอง,3115000,2024-06-03,20240611,-,"['20240409', '20240430', '20240521', '20240611', '20240702', '20240723']",4,3,2180500,https://asset.led.go.th/PPKPicture/2567/01-2567/10/89064p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/10/89064j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.643&law_suit_year=2566&deed_no=89064&addrno=140/1,%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9"
3 - 1,ผบE.402/2566,16953,ที่ดินพร้อมสิ่งปลูกสร้าง,96,0,1,คลองเกตุ,โคกสำโรง,ลพบุรี,25000,ปลอดการจำนอง,306100,2024-06-03,20240730,-,"['20240730', '20240820', '20240910', '20241001', '20241022', '20241112']",1,0,306100,https://asset.led.go.th/PPKPicture/2567/05-2567/01/16953p.jpg,https://asset.led.go.th/PPKPicture/2567/05-2567/01/16953j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.402&law_suit_year=2566&deed_no=16953&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
3 - 1,ผบE.610/2565,100794,ที่ดินพร้อมสิ่งปลูกสร้าง,50,0,0,นิคมสร้างตนเอง,เมืองลพบุรี,ลพบุรี,50000,ปลอดการจำนอง,746360,2024-06-03,20240604,ขายได้,"['20240220', '20240312', '20240402', '20240423', '20240514', '20240604']",6,0,746360,https://asset.led.go.th/PPKPicture/2566/11-2566/22/100794p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/22/100794j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.610&law_suit_year=2565&deed_no=100794&addrno=171/15
3 - 1,ผบE.1921/2565,14314,ที่ดินว่างเปล่า,49,0,17,โคกสลุง,พัฒนานิคม,ลพบุรี,50000,ปลอดภาระผูกพัน,890370,2024-06-03,20240618,ถอนการยึด,"['20240305', '20240326', '20240412', '20240507', '20240528', '20240618']",6,0,890370,https://asset.led.go.th/PPKPicture/2566/12-2566/06/14314p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/06/14314j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1921&law_suit_year=2565&deed_no=14314&addrno=-
3 - 1,ผบ.4082/2562,48790,ที่ดินว่างเปล่า,49.8,0,0,นิคมสร้างตนเอง,เมืองลพบุรี,ลพบุรี,5000,การจำนองติดไป,49800,2024-06-03,20240611,-,"['20240319', '20240409', '20240430', '20240521', '20240611', '20240702']",5,3,34860,https://asset.led.go.th/PPKPicture/2566/12-2566/20/48790p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/20/48790j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.4082&law_suit_year=2562&deed_no=48790&addrno=-
3 - 1,ผบ.592/2562,59484,ที่ดินพร้อมสิ่งปลูกสร้าง,50.2,0,0,กกโก,เมืองลพบุรี,ลพบุรี,10000,การจำนองติดไป,923380,2024-06-03,20240702,-,"['20240702', '20240723', '20240813', '20240903', '20240924', '20241015']",1,0,923380,https://asset.led.go.th/PPKPicture/2567/04-2567/05/59484p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/05/59484j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.592&law_suit_year=2562&deed_no=59484&addrno=142/641
3 - 1,ผบ.1322/2556,25640,ที่ดินว่างเปล่า,0,1,0,ดอนดึง,บ้านหมี่,ลพบุรี,5000,การจำนองติดไป,30000,2024-06-03,20240618,-,"['20240507', '20240528', '20240618', '20240709', '20240730', '20240820']",3,2,24000,https://asset.led.go.th/PPKPicture/2567/02-2567/06/25640p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/06/25640j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1322&law_suit_year=2556&deed_no=25640&addrno=-
3 - 1,ผบE.402/2566,32962,ที่ดินว่างเปล่า,30,2,0,คลองเกตุ,โคกสำโรง,ลพบุรี,25000,ปลอดการจำนอง,306100,2024-06-03,20240730,-,"['20240730', '20240820', '20240910', '20241001', '20241022', '20241112']",1,0,306100,https://asset.led.go.th/PPKPicture/2567/05-2567/01/32962p.jpg,https://asset.led.go.th/PPKPicture/2567/05-2567/01/32962j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.402&law_suit_year=2566&deed_no=32962&addrno=-
3 - 1,ผบE.402/2566,32963,ที่ดินว่างเปล่า,5,2,0,คลองเกตุ,โคกสำโรง,ลพบุรี,25000,ปลอดการจำนอง,306100,2024-06-03,20240730,-,"['20240730', '20240820', '20240910', '20241001', '20241022', '20241112']",1,0,306100,https://asset.led.go.th/PPKPicture/2567/05-2567/01/32963p.jpg,https://asset.led.go.th/PPKPicture/2567/05-2567/01/32963j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.402&law_suit_year=2566&deed_no=32963&addrno=-
4 - 1,ผบE.1525/2564,8884,ที่ดินพร้อมสิ่งปลูกสร้าง,29,0,0,พัฒนานิคม,พัฒนานิคม,ลพบุรี,5000,การจำนองติดไป,399970,2024-06-03,20240611,-,"['20240521', '20240611', '20240702', '20240723', '20240813', '20240903']",2,1,359973,https://asset.led.go.th/PPKPicture/2567/02-2567/21/8884p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/21/8884j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1525&law_suit_year=2564&deed_no=8884&addrno=371/64
4 - 1,ผบE.50/2566,19564,ที่ดินพร้อมสิ่งปลูกสร้าง,85.6,0,0,หนองม่วง,หนองม่วง,ลพบุรี,10000,การจำนองติดไป,961960,2024-06-03,20240604,-,"['20240423', '20240514', '20240604', '20240625', '20240716', '20240806']",3,2,769568,https://asset.led.go.th/PPKPicture/2567/01-2567/25/19564p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/25/19564j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.50&law_suit_year=2566&deed_no=19564&addrno=99/11,%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9"
