sell_order,case_id,deed_number,type,size0,size1,size2,tumbon,aumper,province,pay_down,status,max_price,timestamp,lastSta_date,lastSta_detail,bid_dates,bid_time,discount_factor,current_price,img0,img1,imgGP0,imgGP1,link
29 - 1,ผบ.4162/2563,33056,ที่ดินพร้อมสิ่งปลูกสร้าง,28.7,0,0,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,25000,การจำนองติดไป,1163904,2024-06-03,20240724,-,"['20240724', '20240814', '20240904', '20240925', '20241016', '20241106']",1,0,1163904,https://asset.led.go.th/PPKPicture/2567/04-2567/30/33056p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/30/33056j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.4162&law_suit_year=2563&deed_no=33056&addrno=160/175
29 - 1,ผบE.4730/2565,86886,ที่ดินพร้อมสิ่งปลูกสร้าง,18.5,0,0,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,25000,การจำนองติดไป,1189419,2024-06-03,20240612,-,"['20240228', '20240320', '20240410', '20240501', '20240521', '20240612']",6,3,832593,https://asset.led.go.th/PPKPicture/2566/11-2566/30/86886p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/30/86886j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.4730&law_suit_year=2565&deed_no=86886&addrno=90/186
29 - 1,ผบE.2545/2564,40998,ที่ดินพร้อมสิ่งปลูกสร้าง,17.8,0,0,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,25000,การจำนองติดไป,767968,2024-06-03,20240619,-,"['20240327', '20240417', '20240508', '20240529', '20240619', '20240710']",5,1,691171,https://asset.led.go.th/PPKPicture/2566/12-2566/28/40998p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/28/40998j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.2545&law_suit_year=2564&deed_no=40998&addrno=161/132
29 - 1,ผบ.543/2558,90564,ที่ดินพร้อมสิ่งปลูกสร้าง,38.3,0,0,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,1839958,2024-06-03,20240619,-,"['20240529', '20240619', '20240710', '20240731', '20240821', '20240911']",2,1,1655962,https://asset.led.go.th/PPKPicture/2567/02-2567/29/90564p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/29/90564j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.543&law_suit_year=2558&deed_no=90564&addrno=95/474
30 - 1,ผบ.1335/2565,70359,ที่ดินพร้อมสิ่งปลูกสร้าง,16,0,0,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,590032,2024-06-03,20240605,-,"['20240424', '20240515', '20240605', '20240626', '20240717', '20240807']",3,2,472025,https://asset.led.go.th/PPKPicture/2567/01-2567/30/70359p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/30/70359j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1335&law_suit_year=2565&deed_no=70359&addrno=9/277
30 - 1,ผบ.3680/2557,31669,ที่ดินพร้อมสิ่งปลูกสร้าง,20,0,0,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,560160,2024-06-03,20240724,-,"['20240724', '20240814', '20240904', '20240925', '20241016', '20241106']",1,0,560160,https://asset.led.go.th/PPKPicture/2567/04-2567/30/31669p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/30/31669j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3680&law_suit_year=2557&deed_no=31669&addrno=87/71
30 - 1,ผบE.885/2565,119416,ที่ดินพร้อมสิ่งปลูกสร้าง,21,0,0,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,150000,ปลอดการจำนอง,1235538,2024-06-03,20240612,ขายได้,"['20240228', '20240320', '20240410', '20240501', '20240521', '20240612']",6,0,1235538,https://asset.led.go.th/PPKPicture/2566/11-2566/30/119416p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/30/119416j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.885&law_suit_year=2565&deed_no=119416&addrno=50/58
30 - 1,ผบ.2109/2563,"3480,62895,74758",ห้องชุด,40.66,0,0,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,25000,การจำนองติดไป,1854405,2024-06-03,20240619,งดขาย,"['20240529', '20240619', '20240710', '20240731', '20240821', '20240911']",2,0,1854405,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c252-37p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c252-37j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.2109&law_suit_year=2563&deed_no=3480,62895,74758&addrno=252/37"
30 - 1,ผบ.1415/2562,145979,ที่ดินพร้อมสิ่งปลูกสร้าง,23.6,0,0,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,664064,2024-06-03,20240619,-,"['20240327', '20240417', '20240508', '20240529', '20240619', '20240710']",5,3,464844,https://asset.led.go.th/PPKPicture/2566/12-2566/28/145979p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/28/145979j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1415&law_suit_year=2562&deed_no=145979&addrno=175/88
30 - 1,ผบ.1259/2562,"62341,66877,66878,66881",ห้องชุด,33.27,0,0,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,25000,ปลอดการจำนอง,382605,2024-06-03,20240626,-,"['20240626', '20240717', '20240807', '20240828', '20240918', '20241009']",1,0,382605,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c81-32p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c81-32j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1259&law_suit_year=2562&deed_no=62341,66877,66878,66881&addrno=81/32"
31 - 1,ผบE.1883/2566,68005,ห้องชุด,32.36,0,0,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,25000,การจำนองติดไป,401264,2024-06-03,20240605,งดขาย,"['20240424', '20240515', '20240605', '20240626', '20240717', '20240807']",3,0,401264,https://asset.led.go.th/PPKPicture/2567/01-2567/30/c103-18p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/30/c103-18j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1883&law_suit_year=2566&deed_no=68005&addrno=103/18
31 - 1,ผบE.56/2565,39490,ที่ดินพร้อมสิ่งปลูกสร้าง,16,0,0,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,25000,การจำนองติดไป,825008,2024-06-03,20240619,ถอนการยึด,"['20240529', '20240619', '20240710', '20240731', '20240821', '20240911']",2,0,825008,https://asset.led.go.th/PPKPicture/2567/02-2567/29/39490p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/29/39490j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.56&law_suit_year=2565&deed_no=39490&addrno=88/467
31 - 1,ผบ.1689/2561,104154,ที่ดินพร้อมสิ่งปลูกสร้าง,52.5,0,0,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,1856708,2024-06-03,20240619,-,"['20240327', '20240417', '20240508', '20240529', '20240619', '20240710']",5,3,1299695,https://asset.led.go.th/PPKPicture/2566/12-2566/28/104154p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/28/104154j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1689&law_suit_year=2561&deed_no=104154&addrno=10/215
31 - 1,ผบE.1009/2564,113161,ที่ดินพร้อมสิ่งปลูกสร้าง,21,0,0,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,1494878,2024-06-03,20240626,-,"['20240626', '20240717', '20240807', '20240828', '20240918', '20241009']",1,0,1494878,https://asset.led.go.th/PPKPicture/2567/03-2567/29/113161p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/29/113161j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1009&law_suit_year=2564&deed_no=113161&addrno=55/550
31 - 1,ผบE.2790/2564,122825,ที่ดินพร้อมสิ่งปลูกสร้าง,17.5,0,0,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,982170,2024-06-03,20240612,-,"['20240228', '20240320', '20240410', '20240501', '20240521', '20240612']",6,3,687519,https://asset.led.go.th/PPKPicture/2566/11-2566/30/122825p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/30/122825j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.2790&law_suit_year=2564&deed_no=122825&addrno=111/299
31 - 1,ผบE.570/2564,42683,ที่ดินพร้อมสิ่งปลูกสร้าง,22.8,0,0,ยกกระบัตร,บ้านแพ้ว,สมุทรสาคร,25000,ปลอดการจำนอง,435600,2024-06-03,20240724,-,"['20240724', '20240814', '20240904', '20240925', '20241016', '20241106']",1,0,435600,https://asset.led.go.th/PPKPicture/2567/04-2567/30/42683p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/30/42683j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.570&law_suit_year=2564&deed_no=42683&addrno=188/121
32 - 1,ผบ.6468/2562,55654,ที่ดินพร้อมสิ่งปลูกสร้าง,15,0,0,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,25000,ปลอดการจำนอง,491536,2024-06-03,20240605,ถอนการยึด,"['20240424', '20240515', '20240605', '20240626', '20240717', '20240807']",3,0,491536,https://asset.led.go.th/PPKPicture/2567/01-2567/30/55654p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/30/55654j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.6468&law_suit_year=2562&deed_no=55654&addrno=137/100
32 - 1,ผบE.4787/2566,138149,ที่ดินพร้อมสิ่งปลูกสร้าง,22.5,0,0,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,930528,2024-06-03,20240724,-,"['20240724', '20240814', '20240904', '20240925', '20241016', '20241106']",1,0,930528,https://asset.led.go.th/PPKPicture/2567/04-2567/30/138149p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/30/138149j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.4787&law_suit_year=2566&deed_no=138149&addrno=88/240
32 - 1,1237/2561,42898,ที่ดินพร้อมสิ่งปลูกสร้าง,25.8,0,0,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,611248,2024-06-03,20240612,-,"['20240228', '20240320', '20240410', '20240501', '20240521', '20240612']",6,3,427873,https://asset.led.go.th/PPKPicture/2566/11-2566/30/42898p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/30/42898j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=1237&law_suit_year=2561&deed_no=42898&addrno=169/12
32 - 1,ผบ.358/2565,39404,ที่ดินพร้อมสิ่งปลูกสร้าง,16,0,0,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,50000,ปลอดภาระผูกพัน,813600,2024-06-03,20240619,โจทก์แถลงงดขาย,"['20240529', '20240619', '20240710', '20240731', '20240821', '20240911']",2,0,813600,https://asset.led.go.th/PPKPicture/2567/02-2567/29/39404p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/29/39404j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.358&law_suit_year=2565&deed_no=39404&addrno=88/553
32 - 1,ผบ.1596/2559,66863,ที่ดินพร้อมสิ่งปลูกสร้าง,18,0,0,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,25000,การจำนองติดไป,929500,2024-06-03,20240619,-,"['20240327', '20240417', '20240508', '20240529', '20240619', '20240710']",5,3,650650,https://asset.led.go.th/PPKPicture/2566/12-2566/28/66863p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/28/66863j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1596&law_suit_year=2559&deed_no=66863&addrno=86/19
32 - 1,ผบ.2312/2562,141463,ที่ดินพร้อมสิ่งปลูกสร้าง,25.4,0,0,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,1364494,2024-06-03,20240626,-,"['20240626', '20240717', '20240807', '20240828', '20240918', '20241009']",1,0,1364494,https://asset.led.go.th/PPKPicture/2567/03-2567/29/141463p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/29/141463j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.2312&law_suit_year=2562&deed_no=141463&addrno=93/418
33 - 1,ผบE.391/2563,"115766,115768,115772,115774,115775,115776",ห้องชุด,32.62,0,0,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,411012,2024-06-03,20240605,-,"['20240424', '20240515', '20240605', '20240626', '20240717', '20240807']",3,2,328809,https://asset.led.go.th/PPKPicture/2567/01-2567/31/c156-998p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/31/c156-988j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.391&law_suit_year=2563&deed_no=115766,115768,115772,115774,115775,115776&addrno=156/988"
33 - 1,ผบ.747/2564,115766 115768 115772 115774 115775 115776,ห้องชุด,32.62,0,0,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,391440,2024-06-03,20240612,-,"['20240228', '20240320', '20240410', '20240501', '20240521', '20240612']",6,3,274008,https://asset.led.go.th/PPKPicture/2566/11-2566/30/c156-372p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/30/c156-372j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.747&law_suit_year=2564&deed_no=115766%20115768%20115772%20115774%20115775%20115776&addrno=156/372
33 - 1,ผบ.944/2564,35924,ที่ดินพร้อมสิ่งปลูกสร้าง,17.7,0,0,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,50000,ปลอดการจำนอง,772200,2024-06-03,20240619,ถอนการยึด,"['20240529', '20240619', '20240710', '20240731', '20240821', '20240911']",2,0,772200,https://asset.led.go.th/PPKPicture/2567/02-2567/29/35924p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/29/35924j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.944&law_suit_year=2564&deed_no=35924&addrno=234/253
33 - 1,ผบ.3447/2556,8557,ที่ดินพร้อมสิ่งปลูกสร้าง,28.2,3,1,หลักสาม,บ้านแพ้ว,สมุทรสาคร,50000,การจำนองติดไป,20280000,2024-06-03,20240619,ขายได้,"['20240327', '20240417', '20240508', '20240529', '20240619', '20240710']",5,0,20280000,https://asset.led.go.th/PPKPicture/2566/12-2566/28/8557p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/28/8557j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3447&law_suit_year=2556&deed_no=8557&addrno=308/29
33 - 1,ผบ.2920/2555,42512,ที่ดินพร้อมสิ่งปลูกสร้าง,17,0,0,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,25000,การจำนองติดไป,781896,2024-06-03,20240626,-,"['20240626', '20240717', '20240807', '20240828', '20240918', '20241009']",1,0,781896,https://asset.led.go.th/PPKPicture/2567/03-2567/29/42512p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/29/42512j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.2920&law_suit_year=2555&deed_no=42512&addrno=488/112
33 - 1,ผบ.3447/2556,49041,ที่ดินว่างเปล่า,60.9,3,0,หลักสาม,บ้านแพ้ว,สมุทรสาคร,50000,การจำนองติดไป,20280000,2024-06-03,20240619,ขายได้,"['20240327', '20240417', '20240508', '20240529', '20240619', '20240710']",5,0,20280000,https://asset.led.go.th/PPKPicture/2566/12-2566/28/8557p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/28/8557j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3447&law_suit_year=2556&deed_no=49041&addrno=-
33 - 1,ผบ.3447/2556,49042,ที่ดินว่างเปล่า,61.7,2,0,หลักสาม,บ้านแพ้ว,สมุทรสาคร,50000,การจำนองติดไป,20280000,2024-06-03,20240619,ขายได้,"['20240327', '20240417', '20240508', '20240529', '20240619', '20240710']",5,0,20280000,https://asset.led.go.th/PPKPicture/2566/12-2566/28/8557p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/28/8557j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3447&law_suit_year=2556&deed_no=49042&addrno=-
33 - 1,ผบ.3447/2556,49043,ที่ดินว่างเปล่า,75.5,2,0,หลักสาม,บ้านแพ้ว,สมุทรสาคร,50000,การจำนองติดไป,20280000,2024-06-03,20240619,ขายได้,"['20240327', '20240417', '20240508', '20240529', '20240619', '20240710']",5,0,20280000,https://asset.led.go.th/PPKPicture/2566/12-2566/28/8557p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/28/8557j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3447&law_suit_year=2556&deed_no=49043&addrno=-
34 - 1,ผบ.1533/2565,64008,ที่ดินพร้อมสิ่งปลูกสร้าง,23.6,0,0,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,50000,ปลอดการจำนอง,883140,2024-06-03,20240619,ขายได้,"['20240529', '20240619', '20240710', '20240731', '20240821', '20240911']",2,0,883140,https://asset.led.go.th/PPKPicture/2567/02-2567/29/64008p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/29/64008j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1533&law_suit_year=2565&deed_no=64008&addrno=14/49
34 - 1,ผบ.5844/2559,42432,ที่ดินพร้อมสิ่งปลูกสร้าง,17,0,0,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,50000,ปลอดการจำนอง,760552,2024-06-03,20240619,-,"['20240327', '20240417', '20240508', '20240529', '20240619', '20240710']",5,0,760552,https://asset.led.go.th/PPKPicture/2566/12-2566/28/42432p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/28/42432j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.5844&law_suit_year=2559&deed_no=42432&addrno=488/76
34 - 1,ผบE.4486/2566,166121,ที่ดินพร้อมสิ่งปลูกสร้าง,38.8,0,0,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,2411226,2024-06-03,20240626,-,"['20240626', '20240717', '20240807', '20240828', '20240918', '20241009']",1,0,2411226,https://asset.led.go.th/PPKPicture/2567/03-2567/29/166121p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/29/166121j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.4486&law_suit_year=2566&deed_no=166121&addrno=9/69,%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9"
34 - 1,ผบE.3765/2566,157741,ที่ดินพร้อมสิ่งปลูกสร้าง,19.2,0,0,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,1389283,2024-06-03,20240724,-,"['20240724', '20240814', '20240904', '20240925', '20241016', '20241106']",1,0,1389283,https://asset.led.go.th/PPKPicture/2567/04-2567/30/157741p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/30/157741j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.3765&law_suit_year=2566&deed_no=157741&addrno=122/98
34 - 1,ผบ.3614/2558,18907,ที่ดินว่างเปล่า,91,0,0,บางหญ้าแพรก(โคกขาม),เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,864500,2024-06-03,20240605,ขายได้,"['20240424', '20240515', '20240605', '20240626', '20240717', '20240807']",3,0,864500,https://asset.led.go.th/PPKPicture/2567/01-2567/30/18907p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/30/18907j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3614&law_suit_year=2558&deed_no=18907&addrno=-
34 - 1,ผบ.1304/2553,108486.,ที่ดินพร้อมสิ่งปลูกสร้าง,19.5,0,0,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,684105,2024-06-03,20240612,-,"['20240228', '20240320', '20240410', '20240501', '20240521', '20240612']",6,3,478873,https://asset.led.go.th/PPKPicture/2566/11-2566/30/108486p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/30/108486j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1304&law_suit_year=2553&deed_no=108486.&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9
35 - 1,ผบ.1318/2557,98058,ที่ดินพร้อมสิ่งปลูกสร้าง,23.9,0,0,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,1004616,2024-06-03,20240605,ขายได้,"['20240424', '20240515', '20240605', '20240626', '20240717', '20240807']",3,0,1004616,https://asset.led.go.th/PPKPicture/2567/01-2567/30/98058p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/30/98058j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1318&law_suit_year=2557&deed_no=98058&addrno=104/80
35 - 1,5180/2560,"62341,66877,66878,66881",ห้องชุด,33.27,0,0,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,25000,การจำนองติดไป,382605,2024-06-03,20240626,-,"['20240626', '20240717', '20240807', '20240828', '20240918', '20241009']",1,0,382605,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c79-28p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c79-28j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=5180&law_suit_year=2560&deed_no=62341,66877,66878,66881&addrno=79/28"
35 - 1,ผบE.3554/2565,141765,ที่ดินพร้อมสิ่งปลูกสร้าง,20.3,0,0,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,50000,การจำนองติดไป,626801,2024-06-03,20240619,-,"['20240327', '20240417', '20240508', '20240529', '20240619', '20240710']",5,3,438760,https://asset.led.go.th/PPKPicture/2566/12-2566/28/141765p.jpg,https://asset.led.go.th/PPKPicture/2566/12-2566/28/141765j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.3554&law_suit_year=2565&deed_no=141765&addrno=129/208
35 - 1,ผบ.640/2566,"149050,149052,149057,112696",ห้องชุด,33.76,0,0,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,25000,ปลอดการจำนอง,418624,2024-06-03,20240724,-,"['20240724', '20240814', '20240904', '20240925', '20241016', '20241106']",1,0,418624,https://asset.led.go.th/PPKPicture/2567/04-2567/30/c110-17p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/30/c110-17j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.640&law_suit_year=2566&deed_no=149050,149052,149057,112696&addrno=110/17"
35 - 1,ผบ.516/2560,"17513, 109524, 109526",ห้องชุด,33.49,0,0,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,50000,การจำนองติดไป,301410,2024-06-03,20240612,ขายได้,"['20240228', '20240320', '20240410', '20240501', '20240521', '20240612']",6,1,271269,https://asset.led.go.th/PPKPicture/2566/11-2566/30/c50-524p.jpg,https://asset.led.go.th/PPKPicture/2566/11-2566/30/c50-524j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.516&law_suit_year=2560&deed_no=17513,%20109524,%20109526&addrno=50/524"
35 - 1,ผบE.620/2565,61277,ที่ดินพร้อมสิ่งปลูกสร้าง,33.4,0,0,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,50000,ปลอดการจำนอง,851400,2024-06-03,20240619,ขายได้,"['20240529', '20240619', '20240710', '20240731', '20240821', '20240911']",2,0,851400,https://asset.led.go.th/PPKPicture/2567/02-2567/29/61277p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/29/61277j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.620&law_suit_year=2565&deed_no=61277&addrno=84/24
36 - 1,ผบE.774/2566,"47202,66883,66886,66887,66888",ห้องชุด,34.88,0,0,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,25000,ปลอดการจำนอง,429024,2024-06-03,20240605,-,"['20240424', '20240515', '20240605', '20240626', '20240717', '20240807']",3,2,343219,https://asset.led.go.th/PPKPicture/2567/01-2567/30/c411-12p.jpg,https://asset.led.go.th/PPKPicture/2567/01-2567/30/c411-12j.jpg,,,"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.774&law_suit_year=2566&deed_no=47202,66883,66886,66887,66888&addrno=411/12"
36 - 1,ผบE.1662/2566,72783,ที่ดินพร้อมสิ่งปลูกสร้าง,16.3,0,0,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,495350,2024-06-03,20240724,-,"['20240724', '20240814', '20240904', '20240925', '20241016', '20241106']",1,0,495350,https://asset.led.go.th/PPKPicture/2567/04-2567/30/72783p.jpg,https://asset.led.go.th/PPKPicture/2567/04-2567/30/72783j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1662&law_suit_year=2566&deed_no=72783&addrno=165
36 - 1,ผบE.3020/2566,56603,ที่ดินพร้อมสิ่งปลูกสร้าง,18.4,0,0,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,50000,ปลอดภาระผูกพัน,800027,2024-06-03,20240619,-,"['20240529', '20240619', '20240710', '20240731', '20240821', '20240911']",2,1,720024,https://asset.led.go.th/PPKPicture/2567/02-2567/29/56603p.jpg,https://asset.led.go.th/PPKPicture/2567/02-2567/29/56603j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.3020&law_suit_year=2566&deed_no=56603&addrno=58/10
36 - 1,ผบE.4167/2565,70679,ที่ดินพร้อมสิ่งปลูกสร้าง,16,0,0,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,25000,การจำนองติดไป,652824,2024-06-03,20240626,-,"['20240626', '20240717', '20240807', '20240828', '20240918', '20241009']",1,0,652824,https://asset.led.go.th/PPKPicture/2567/03-2567/29/70679p.jpg,https://asset.led.go.th/PPKPicture/2567/03-2567/29/70679j.jpg,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.4167&law_suit_year=2565&deed_no=70679&addrno=9/587
