sell_order,case_id,type,size2,size1,size0,eva_price,tumbon,aumper,province,deed_number,pay_down,sell_table,status,max_price,announce_date,img,link,page,lat,lon,lastSta_date,lastSta_detail,bid_dates,bid_time,discount_factor,current_price,img0,timestamp,img1
29 - 1,ธ.4523/2545,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,30.0,2678848.0,สนามบิน,ดอนเมือง,กรุงเทพมหานคร,36041 (33624),150000.0,"{'1': {'date': '09/08/2567', 'sta': '-'}, '2': {'date': '30/08/2567', 'sta': '-'}, '3': {'date': '20/09/2567', 'sta': '-'}, '4': {'date': '11/10/2567', 'sta': '-'}, '5': {'date': '01/11/2567', 'sta': '-'}, '6': {'date': '22/11/2567', 'sta': '-'}}",ปลอดการจำนอง,2678848.0,09-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/31/36041p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%B8.4523&law_suit_year=2545&deed_no=36041%20(33624)&addrno=18/89-90,47/8,13.67133168,100.4966337,20240809.0,-,"['20240809', '20240830', '20240920', '20241011', '20241101', '20241122']",1.0,0.0,2678848.0,https://asset.led.go.th/PPKPicture/2567/05-2567/31/36041p.jpg,2024-07-12,
29 - 1,ธ.4523/2545,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,30.0,2678848.0,สนามบิน,ดอนเมือง,กรุงเทพมหานคร,36042 (33625),150000.0,"{'1': {'date': '09/08/2567', 'sta': '-'}, '2': {'date': '30/08/2567', 'sta': '-'}, '3': {'date': '20/09/2567', 'sta': '-'}, '4': {'date': '11/10/2567', 'sta': '-'}, '5': {'date': '01/11/2567', 'sta': '-'}, '6': {'date': '22/11/2567', 'sta': '-'}}",ปลอดการจำนอง,2678848.0,09-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/31/36042p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%B8.4523&law_suit_year=2545&deed_no=36042%20(33625)&addrno=18/89-90,48/8,13.67145607,100.49564653,20240809.0,-,"['20240809', '20240830', '20240920', '20241011', '20241101', '20241122']",1.0,0.0,2678848.0,https://asset.led.go.th/PPKPicture/2567/05-2567/31/36042p.jpg,2024-07-12,
30 - 1,ผบ.2088/2559,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,8.7,1626681.0,ราชบพิธ(สำราญราษฎร์),พระนคร(ในพระนคร),กรุงเทพมหานคร,5122,150000.0,"{'1': {'date': '28/06/2567', 'sta': 'เจ้าพนักงานงดขาย'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,1626681.0,11-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/5122p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.2088&law_suit_year=2559&deed_no=5122&addrno=57,49/8,13.71616459,100.33979869,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,0.0,1626681.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/5122p.jpg,2024-07-12,
30 - 1,ผบ.427/2565,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,50.0,1311080.0,ทุ่งสีกัน,ดอนเมือง,กรุงเทพมหานคร,436,150000.0,"{'1': {'date': '24/05/2567', 'sta': 'งดขาย'}, '2': {'date': '14/06/2567', 'sta': 'งดขาย'}, '3': {'date': '05/07/2567', 'sta': 'โจทก์แถลงงดขาย'}, '4': {'date': '26/07/2567', 'sta': '-'}, '5': {'date': '16/08/2567', 'sta': '-'}, '6': {'date': '06/09/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,1311080.0,17-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/18/436p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.427&law_suit_year=2565&deed_no=436&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,50/8,13.94431985,100.59120205,20240726.0,-,"['20240524', '20240614', '20240705', '20240726', '20240816', '20240906']",4.0,0.0,1311080.0,https://asset.led.go.th/PPKPicture/2567/03-2567/18/436p.jpg,2024-07-12,
30 - 1,ผบE.109/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,46.0,1443000.8,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,137128,150000.0,"{'1': {'date': '21/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '12/07/2567', 'sta': '-'}, '3': {'date': '02/08/2567', 'sta': '-'}, '4': {'date': '23/08/2567', 'sta': '-'}, '5': {'date': '13/09/2567', 'sta': '-'}, '6': {'date': '04/10/2567', 'sta': '-'}}",ปลอดการจำนอง,1443000.0,26-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/29/137128p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.109&law_suit_year=2566&deed_no=137128&addrno=17,1/9,13.8011656,100.63246396,20240802.0,-,"['20240621', '20240712', '20240802', '20240823', '20240913', '20241004']",3.0,1.0,1298700.0,https://asset.led.go.th/PPKPicture/2567/03-2567/29/137128p.jpg,2024-07-12,
30 - 1,ผบ.3034/2561,ที่ดินพร้อมสิ่งปลูกสร้าง,0,1,2.0,4557720.0,วังทองหลาง,บางกะปิ,กรุงเทพมหานคร,24865,250000.0,"{'1': {'date': '26/07/2567', 'sta': '-'}, '2': {'date': '16/08/2567', 'sta': '-'}, '3': {'date': '06/09/2567', 'sta': '-'}, '4': {'date': '27/09/2567', 'sta': '-'}, '5': {'date': '18/10/2567', 'sta': '-'}, '6': {'date': '08/11/2567', 'sta': '-'}}",ปลอดการจำนอง,4557720.0,26-06-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/16/24865p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3034&law_suit_year=2561&deed_no=24865&addrno=50/1,2/9,13.83577907,100.73359978,20240726.0,-,"['20240726', '20240816', '20240906', '20240927', '20241018', '20241108']",1.0,0.0,4557720.0,https://asset.led.go.th/PPKPicture/2567/05-2567/16/24865p.jpg,2024-07-12,
30 - 1,ผบ.424/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,17.1,1201522.38,สีกัน,ดอนเมือง,กรุงเทพมหานคร,18515,150000.0,"{'1': {'date': '12/07/2567', 'sta': '-'}, '2': {'date': '02/08/2567', 'sta': '-'}, '3': {'date': '23/08/2567', 'sta': '-'}, '4': {'date': '13/09/2567', 'sta': '-'}, '5': {'date': '04/10/2567', 'sta': '-'}, '6': {'date': '25/10/2567', 'sta': '-'}}",ปลอดการจำนอง,1201522.0,21-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/30/18515p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.424&law_suit_year=2566&deed_no=18515&addrno=27/42,3/9,13.67485948,100.69060416,20240802.0,-,"['20240712', '20240802', '20240823', '20240913', '20241004', '20241025']",2.0,0.0,1201522.0,https://asset.led.go.th/PPKPicture/2567/04-2567/30/18515p.jpg,2024-07-12,
30 - 1,ผบE.9866/2565,ห้องชุด,0,0,25.76,1130864.0,คลองกุ่ม,บึงกุ่ม,กรุงเทพฯ,"21655,21656",150000.0,"{'1': {'date': '05/04/2567', 'sta': 'งดขาย'}, '2': {'date': '26/04/2567', 'sta': '-'}, '3': {'date': '17/05/2567', 'sta': '-'}, '4': {'date': '07/06/2567', 'sta': '-'}, '5': {'date': '28/06/2567', 'sta': '-'}, '6': {'date': '19/07/2567', 'sta': '-'}}",ปลอดการจำนอง,1130864.0,07-03-2567,['https://asset.led.go.th/PPKPicture/2566/10-2566/30/c562-31p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.9866&law_suit_year=2565&deed_no=21655,21656&addrno=562/31",4/9,13.70521503,100.63318838,20240719.0,-,"['20240405', '20240426', '20240517', '20240607', '20240628', '20240719']",6.0,0.0,1130864.0,https://asset.led.go.th/PPKPicture/2566/10-2566/30/c562-31p.jpg,2024-07-12,
30 - 1,ผบE.392/2566,ที่ดินว่างเปล่า,0,1,0.0,1800000.0,สีกัน,บางเขน,กรุงเทพมหานคร,49287,150000.0,"{'1': {'date': '09/08/2567', 'sta': '-'}, '2': {'date': '30/08/2567', 'sta': '-'}, '3': {'date': '20/09/2567', 'sta': '-'}, '4': {'date': '11/10/2567', 'sta': '-'}, '5': {'date': '01/11/2567', 'sta': '-'}, '6': {'date': '22/11/2567', 'sta': '-'}}",ปลอดการจำนอง,1800000.0,09-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/31/49287p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.392&law_suit_year=2566&deed_no=49287&addrno=-,5/9,13.9310686,100.59777973,20240809.0,-,"['20240809', '20240830', '20240920', '20241011', '20241101', '20241122']",1.0,0.0,1800000.0,https://asset.led.go.th/PPKPicture/2567/05-2567/31/49287p.jpg,2024-07-12,
30 - 1,ผบ.1828/2553,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,26.9,2070520.0,ลาดยาว,จตุจักร,กรุงเทพมหานคร,165689,150000.0,"{'1': {'date': '03/05/2567', 'sta': 'งดขาย'}, '2': {'date': '24/05/2567', 'sta': 'งดขาย'}, '3': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '05/07/2567', 'sta': 'ขายได้'}, '5': {'date': '26/07/2567', 'sta': 'ขายได้'}, '6': {'date': '16/08/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,2070520.0,25-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/165689p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1828&law_suit_year=2553&deed_no=165689&addrno=327/16,6/9,13.75167264,100.64247818,20240726.0,ขายได้,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,1.0,1863468.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/165689p.jpg,2024-07-12,
31 - 1,ผบE.129/2566,ห้องชุด,0,0,54.22,4657498.0,ลาดยาว(บางซื่อฝั่งเหนือ),บางเขน(บางซื่อ),กรุงเทพมหานคร,"13165,13166",250000.0,"{'1': {'date': '26/07/2567', 'sta': '-'}, '2': {'date': '16/08/2567', 'sta': '-'}, '3': {'date': '06/09/2567', 'sta': '-'}, '4': {'date': '27/09/2567', 'sta': '-'}, '5': {'date': '18/10/2567', 'sta': '-'}, '6': {'date': '08/11/2567', 'sta': '-'}}",ปลอดการจำนอง,4657498.0,26-06-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/16/c647-314p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.129&law_suit_year=2566&deed_no=13165,13166&addrno=647/314",7/9,13.77202473,100.49275261,20240726.0,-,"['20240726', '20240816', '20240906', '20240927', '20241018', '20241108']",1.0,0.0,4657498.0,https://asset.led.go.th/PPKPicture/2567/05-2567/16/c647-314p.jpg,2024-07-12,
31 - 1,ผบ.4942/2565,ห้องชุด,0,0,22.99,1997831.0,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,58176,150000.0,"{'1': {'date': '12/07/2567', 'sta': '-'}, '2': {'date': '02/08/2567', 'sta': '-'}, '3': {'date': '23/08/2567', 'sta': '-'}, '4': {'date': '13/09/2567', 'sta': '-'}, '5': {'date': '04/10/2567', 'sta': '-'}, '6': {'date': '25/10/2567', 'sta': '-'}}",ปลอดการจำนอง,1997831.0,21-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/30/c869-127p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.4942&law_suit_year=2565&deed_no=58176&addrno=869/127,8/9,13.82355304,100.56996096,20240802.0,-,"['20240712', '20240802', '20240823', '20240913', '20241004', '20241025']",2.0,0.0,1997831.0,https://asset.led.go.th/PPKPicture/2567/04-2567/30/c869-127p.jpg,2024-07-12,
31 - 1,ผบ.11715/2555,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,16.0,1274880.0,สนามบิน,ดอนเมือง,กรุงเทพมหานคร,39838,150000.0,"{'1': {'date': '09/08/2567', 'sta': '-'}, '2': {'date': '30/08/2567', 'sta': '-'}, '3': {'date': '20/09/2567', 'sta': '-'}, '4': {'date': '11/10/2567', 'sta': '-'}, '5': {'date': '01/11/2567', 'sta': '-'}, '6': {'date': '22/11/2567', 'sta': '-'}}",การจำนองติดไป,1274880.0,09-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/31/39838p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.11715&law_suit_year=2555&deed_no=39838&addrno=39/64,9/9,13.94689278,100.61993763,20240809.0,-,"['20240809', '20240830', '20240920', '20241011', '20241101', '20241122']",1.0,0.0,1274880.0,https://asset.led.go.th/PPKPicture/2567/05-2567/31/39838p.jpg,2024-07-12,
31 - 1,ผบE.1724/2564,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,20.6,1967369.0,วังทองหลาง,บางกะปิ,กรุงเทพมหานคร,244086,150000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '09/08/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '30/08/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '20/09/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '11/10/2567', 'sta': 'ถอนการยึด'}}",ปลอดการจำนอง,1967369.0,11-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/244086p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1724&law_suit_year=2564&deed_no=244086&addrno=328/44,10/9,13.79139048,100.6199924,20240719.0,ถอนการยึด,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,1770632.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/244086p.jpg,2024-07-12,
31 - 1,ผบE.869/2566,ห้องชุด,0,0,28.27,1874301.0,ลาดยาว(บางซื่อฝั่งเหนือ),บางเขน(บางซื่อ),กรุงเทพมหานคร,"29116,29117,91005",150000.0,"{'1': {'date': '21/06/2567', 'sta': 'ขายได้'}, '2': {'date': '12/07/2567', 'sta': 'ขายได้'}, '3': {'date': '02/08/2567', 'sta': 'ขายได้'}, '4': {'date': '23/08/2567', 'sta': 'ขายได้'}, '5': {'date': '13/09/2567', 'sta': 'ขายได้'}, '6': {'date': '04/10/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,1874301.0,26-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/29/c36-13p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.869&law_suit_year=2566&deed_no=29116,29117,91005&addrno=36/13",11/9,13.92546219,100.58836991,20240802.0,ขายได้,"['20240621', '20240712', '20240802', '20240823', '20240913', '20241004']",3.0,0.0,1874301.0,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c36-13p.jpg,2024-07-12,
31 - 1,ผบ.234/2561,สิทธิการเช่า,0,0,0.0,2638570.0,มักกะสัน,ราชเทวี,กรุงเทพมหานคร,-,150000.0,"{'1': {'date': '03/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '24/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '05/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '26/07/2567', 'sta': '-'}, '6': {'date': '16/08/2567', 'sta': '-'}}",-,2638570.0,03-04-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/234p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.234&law_suit_year=2561&deed_no=-&addrno=B253/555/6253,12/9,,,20240726.0,-,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,4.0,1846998.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/234p.jpg,2024-07-12,
31 - 1,ผบ.192/2566,ห้องชุด,0,0,52.05,2779470.0,บางกะปิ,บางกะปิ,กรุงเทพฯ,"28631,28632,28633,104551,104552",150000.0,"{'1': {'date': '27/04/2567', 'sta': 'โจทก์แถลงงดขาย'}, '2': {'date': '18/05/2567', 'sta': 'งดขายในนัดที่เหลือ'}, '3': {'date': '08/06/2567', 'sta': 'งดขายในนัดที่เหลือ'}, '4': {'date': '29/06/2567', 'sta': 'งดขายในนัดที่เหลือ'}, '5': {'date': '20/07/2567', 'sta': 'งดขายในนัดที่เหลือ'}, '6': {'date': '10/08/2567', 'sta': 'งดขายในนัดที่เหลือ'}}",ปลอดการจำนอง,2779470.0,27-02-2567,['https://asset.led.go.th/PPKPicture/2566/12-2566/12/c622-301p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.192&law_suit_year=2566&deed_no=28631,28632,28633,104551,104552&addrno=622/301",13/9,13.78654358,100.62146594,20240720.0,งดขายในนัดที่เหลือ,"['20240427', '20240518', '20240608', '20240629', '20240720', '20240810']",5.0,0.0,2779470.0,https://asset.led.go.th/PPKPicture/2566/12-2566/12/c622-301p.jpg,2024-07-12,
32 - 1,ผบ.4219/2556,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,17.0,1066875.0,คลองถนน,สายไหม,กรุงเทพมหานคร,20589,150000.0,"{'1': {'date': '03/05/2567', 'sta': 'ขายได้'}, '2': {'date': '24/05/2567', 'sta': 'ขายได้'}, '3': {'date': '14/06/2567', 'sta': 'ขายได้'}, '4': {'date': '05/07/2567', 'sta': 'ขายได้'}, '5': {'date': '26/07/2567', 'sta': 'ขายได้'}, '6': {'date': '16/08/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,1066875.0,25-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/20589p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.4219&law_suit_year=2556&deed_no=20589&addrno=399/31,14/9,13.64818339,100.45264674,20240726.0,ขายได้,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,0.0,1066875.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/20589p.jpg,2024-07-12,
32 - 1,ผบE.1351/2564,ห้องชุด,0,0,29.4,1255380.0,หัวหมาก,บางกะปิ,กรุงเทพฯ,"169454,181447,181448,181449",150000.0,"{'1': {'date': '05/04/2567', 'sta': 'งดขาย'}, '2': {'date': '26/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '17/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '07/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '6': {'date': '19/07/2567', 'sta': '-'}}",ปลอดการจำนอง,1255380.0,07-03-2567,['https://asset.led.go.th/PPKPicture/2566/10-2566/30/c554-275p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1351&law_suit_year=2564&deed_no=169454,181447,181448,181449&addrno=554/275",15/9,13.75438295,100.62637044,20240719.0,-,"['20240405', '20240426', '20240517', '20240607', '20240628', '20240719']",6.0,4.0,878766.0,https://asset.led.go.th/PPKPicture/2566/10-2566/30/c554-275p.jpg,2024-07-12,
